
%NQSII(INFO): ------- Output from job:0000 -------
     196.382s 0000 Spinup Function norm 4.328962677595e+01
     196.286s 0001 Spinup Function norm 2.228472721859e+01
     196.251s 0002 Spinup Function norm 1.286500993446e+01
      76.319s 0000 Spinup Function norm 4.328962677595e+01
      76.259s 0001 Spinup Function norm 2.228472721859e+01
      76.270s 0002 Spinup Function norm 1.286500993446e+01
      54.726s 0000 Spinup Function norm 4.328962677595e+01
      54.727s 0001 Spinup Function norm 2.228472721859e+01
      54.737s 0002 Spinup Function norm 1.286500993446e+01
      40.985s 0000 Spinup Function norm 4.328962677595e+01
      40.985s 0001 Spinup Function norm 2.228472721859e+01
      40.863s 0002 Spinup Function norm 1.286500993446e+01
      36.595s 0000 Spinup Function norm 4.328962677595e+01
      36.666s 0001 Spinup Function norm 2.228472721859e+01
      36.684s 0002 Spinup Function norm 1.286500993446e+01
      35.812s 0000 Spinup Function norm 4.328962677595e+01
      35.810s 0001 Spinup Function norm 2.228472721859e+01
      35.812s 0002 Spinup Function norm 1.286500993446e+01
      29.969s 0000 Spinup Function norm 4.328962677595e+01
      30.176s 0001 Spinup Function norm 2.228472721859e+01
      30.013s 0002 Spinup Function norm 1.286500993446e+01
      26.283s 0000 Spinup Function norm 4.328962677595e+01
      26.306s 0001 Spinup Function norm 2.228472721859e+01
      26.055s 0002 Spinup Function norm 1.286500993446e+01
      25.940s 0000 Spinup Function norm 4.328962677595e+01
      25.952s 0001 Spinup Function norm 2.228472721859e+01
      25.960s 0002 Spinup Function norm 1.286500993446e+01
      23.899s 0000 Spinup Function norm 4.328962677595e+01
      23.897s 0001 Spinup Function norm 2.228472721859e+01
      23.899s 0002 Spinup Function norm 1.286500993446e+01
      24.931s 0000 Spinup Function norm 4.328962677595e+01
      24.927s 0001 Spinup Function norm 2.228472721859e+01
      24.934s 0002 Spinup Function norm 1.286500993446e+01
      22.167s 0000 Spinup Function norm 4.328962677595e+01
      22.164s 0001 Spinup Function norm 2.228472721859e+01
      22.165s 0002 Spinup Function norm 1.286500993446e+01
      23.868s 0000 Spinup Function norm 4.328962677595e+01
      23.843s 0001 Spinup Function norm 2.228472721859e+01
