
%NQSII(INFO): ------- Output from job:0000 -------
     196.199s 0000 Spinup Function norm 4.328962677595e+01
     196.209s 0001 Spinup Function norm 2.228472721859e+01
     196.197s 0002 Spinup Function norm 1.286500993446e+01
      75.696s 0000 Spinup Function norm 4.328962677595e+01
      75.683s 0001 Spinup Function norm 2.228472721859e+01
      75.688s 0002 Spinup Function norm 1.286500993446e+01
      54.480s 0000 Spinup Function norm 4.328962677595e+01
      54.470s 0001 Spinup Function norm 2.228472721859e+01
      54.464s 0002 Spinup Function norm 1.286500993446e+01
      40.735s 0000 Spinup Function norm 4.328962677595e+01
      40.719s 0001 Spinup Function norm 2.228472721859e+01
      40.724s 0002 Spinup Function norm 1.286500993446e+01
      37.095s 0000 Spinup Function norm 4.328962677595e+01
      35.801s 0001 Spinup Function norm 2.228472721859e+01
      35.889s 0002 Spinup Function norm 1.286500993446e+01
      35.211s 0000 Spinup Function norm 4.328962677595e+01
      35.200s 0001 Spinup Function norm 2.228472721859e+01
      35.213s 0002 Spinup Function norm 1.286500993446e+01
      30.088s 0000 Spinup Function norm 4.328962677595e+01
      30.223s 0001 Spinup Function norm 2.228472721859e+01
      30.227s 0002 Spinup Function norm 1.286500993446e+01
      26.185s 0000 Spinup Function norm 4.328962677595e+01
      26.191s 0001 Spinup Function norm 2.228472721859e+01
      26.179s 0002 Spinup Function norm 1.286500993446e+01
      26.128s 0000 Spinup Function norm 4.328962677595e+01
      26.100s 0001 Spinup Function norm 2.228472721859e+01
      26.099s 0002 Spinup Function norm 1.286500993446e+01
      23.879s 0000 Spinup Function norm 4.328962677595e+01
      23.873s 0001 Spinup Function norm 2.228472721859e+01
      23.873s 0002 Spinup Function norm 1.286500993446e+01
      24.820s 0000 Spinup Function norm 4.328962677595e+01
      24.818s 0001 Spinup Function norm 2.228472721859e+01
      24.943s 0002 Spinup Function norm 1.286500993446e+01
      22.213s 0000 Spinup Function norm 4.328962677595e+01
      22.212s 0001 Spinup Function norm 2.228472721859e+01
      22.214s 0002 Spinup Function norm 1.286500993446e+01
      23.903s 0000 Spinup Function norm 4.328962677595e+01
      23.893s 0001 Spinup Function norm 2.228472721859e+01
      23.918s 0002 Spinup Function norm 1.286500993446e+01
      21.814s 0000 Spinup Function norm 4.328962677595e+01
      21.815s 0001 Spinup Function norm 2.228472721859e+01
      21.813s 0002 Spinup Function norm 1.286500993446e+01
      23.007s 0000 Spinup Function norm 4.328962677595e+01
      23.006s 0001 Spinup Function norm 2.228472721859e+01
      23.009s 0002 Spinup Function norm 1.286500993446e+01
      21.185s 0000 Spinup Function norm 4.328962677595e+01
      21.184s 0001 Spinup Function norm 2.228472721859e+01
      21.208s 0002 Spinup Function norm 1.286500993446e+01
      19.642s 0000 Spinup Function norm 4.328962677595e+01
      19.645s 0001 Spinup Function norm 2.228472721859e+01
      19.635s 0002 Spinup Function norm 1.286500993446e+01
      18.206s 0000 Spinup Function norm 4.328962677595e+01
      18.194s 0001 Spinup Function norm 2.228472721859e+01
      18.214s 0002 Spinup Function norm 1.286500993446e+01
      16.614s 0000 Spinup Function norm 4.328962677595e+01
      16.508s 0001 Spinup Function norm 2.228472721859e+01
      16.614s 0002 Spinup Function norm 1.286500993446e+01
      15.510s 0000 Spinup Function norm 4.328962677595e+01
      15.507s 0001 Spinup Function norm 2.228472721859e+01
      15.515s 0002 Spinup Function norm 1.286500993446e+01
      14.451s 0000 Spinup Function norm 4.328962677595e+01
      14.439s 0001 Spinup Function norm 2.228472721859e+01
      14.448s 0002 Spinup Function norm 1.286500993446e+01
      13.449s 0000 Spinup Function norm 4.328962677595e+01
      13.479s 0001 Spinup Function norm 2.228472721859e+01
      13.401s 0002 Spinup Function norm 1.286500993446e+01
      12.566s 0000 Spinup Function norm 4.328962677595e+01
      12.630s 0001 Spinup Function norm 2.228472721859e+01
      12.561s 0002 Spinup Function norm 1.286500993446e+01
      11.751s 0000 Spinup Function norm 4.328962677595e+01
      11.712s 0001 Spinup Function norm 2.228472721859e+01
      11.794s 0002 Spinup Function norm 1.286500993446e+01
      11.078s 0000 Spinup Function norm 4.328962677595e+01
      11.060s 0001 Spinup Function norm 2.228472721859e+01
      11.142s 0002 Spinup Function norm 1.286500993446e+01
      10.384s 0000 Spinup Function norm 4.328962677595e+01
      10.380s 0001 Spinup Function norm 2.228472721859e+01
      10.372s 0002 Spinup Function norm 1.286500993446e+01
       9.581s 0000 Spinup Function norm 4.328962677595e+01
       9.595s 0001 Spinup Function norm 2.228472721859e+01
       9.616s 0002 Spinup Function norm 1.286500993446e+01
       9.004s 0000 Spinup Function norm 4.328962677595e+01
       8.931s 0001 Spinup Function norm 2.228472721859e+01
       8.980s 0002 Spinup Function norm 1.286500993446e+01
