
%NQSII(INFO): ------- Output from job:0000 -------
     196.007s 0000 Spinup Function norm 4.328962677595e+01
     195.996s 0001 Spinup Function norm 2.228472721859e+01
     196.148s 0002 Spinup Function norm 1.286500993446e+01
      75.659s 0000 Spinup Function norm 4.328962677595e+01
      75.660s 0001 Spinup Function norm 2.228472721859e+01
      75.666s 0002 Spinup Function norm 1.286500993446e+01
      59.917s 0000 Spinup Function norm 4.328962677595e+01
      60.911s 0001 Spinup Function norm 2.228472721859e+01
      60.914s 0002 Spinup Function norm 1.286500993446e+01
      40.719s 0000 Spinup Function norm 4.328962677595e+01
      40.683s 0001 Spinup Function norm 2.228472721859e+01
      40.684s 0002 Spinup Function norm 1.286500993446e+01
      37.271s 0000 Spinup Function norm 4.328962677595e+01
      37.257s 0001 Spinup Function norm 2.228472721859e+01
      37.255s 0002 Spinup Function norm 1.286500993446e+01
      35.234s 0000 Spinup Function norm 4.328962677595e+01
      35.182s 0001 Spinup Function norm 2.228472721859e+01
      35.184s 0002 Spinup Function norm 1.286500993446e+01
      30.010s 0000 Spinup Function norm 4.328962677595e+01
      30.004s 0001 Spinup Function norm 2.228472721859e+01
      30.003s 0002 Spinup Function norm 1.286500993446e+01
      26.163s 0000 Spinup Function norm 4.328962677595e+01
      26.173s 0001 Spinup Function norm 2.228472721859e+01
      26.186s 0002 Spinup Function norm 1.286500993446e+01
      26.644s 0000 Spinup Function norm 4.328962677595e+01
      26.346s 0001 Spinup Function norm 2.228472721859e+01
      26.349s 0002 Spinup Function norm 1.286500993446e+01
      23.855s 0000 Spinup Function norm 4.328962677595e+01
      23.869s 0001 Spinup Function norm 2.228472721859e+01
      23.860s 0002 Spinup Function norm 1.286500993446e+01
      25.018s 0000 Spinup Function norm 4.328962677595e+01
      24.997s 0001 Spinup Function norm 2.228472721859e+01
      24.998s 0002 Spinup Function norm 1.286500993446e+01
      22.188s 0000 Spinup Function norm 4.328962677595e+01
      22.169s 0001 Spinup Function norm 2.228472721859e+01
      22.176s 0002 Spinup Function norm 1.286500993446e+01
      23.897s 0000 Spinup Function norm 4.328962677595e+01
      23.896s 0001 Spinup Function norm 2.228472721859e+01
      23.922s 0002 Spinup Function norm 1.286500993446e+01
      21.678s 0000 Spinup Function norm 4.328962677595e+01
      21.678s 0001 Spinup Function norm 2.228472721859e+01
      21.680s 0002 Spinup Function norm 1.286500993446e+01
      22.871s 0000 Spinup Function norm 4.328962677595e+01
      22.858s 0001 Spinup Function norm 2.228472721859e+01
      22.863s 0002 Spinup Function norm 1.286500993446e+01
      21.311s 0000 Spinup Function norm 4.328962677595e+01
      21.314s 0001 Spinup Function norm 2.228472721859e+01
      21.309s 0002 Spinup Function norm 1.286500993446e+01
      19.595s 0000 Spinup Function norm 4.328962677595e+01
      19.589s 0001 Spinup Function norm 2.228472721859e+01
      19.600s 0002 Spinup Function norm 1.286500993446e+01
      18.166s 0000 Spinup Function norm 4.328962677595e+01
      18.162s 0001 Spinup Function norm 2.228472721859e+01
      18.182s 0002 Spinup Function norm 1.286500993446e+01
      16.615s 0000 Spinup Function norm 4.328962677595e+01
      16.482s 0001 Spinup Function norm 2.228472721859e+01
      16.526s 0002 Spinup Function norm 1.286500993446e+01
      15.145s 0000 Spinup Function norm 4.328962677595e+01
      15.151s 0001 Spinup Function norm 2.228472721859e+01
      15.150s 0002 Spinup Function norm 1.286500993446e+01
      14.363s 0000 Spinup Function norm 4.328962677595e+01
      14.381s 0001 Spinup Function norm 2.228472721859e+01
      14.381s 0002 Spinup Function norm 1.286500993446e+01
      13.516s 0000 Spinup Function norm 4.328962677595e+01
      13.489s 0001 Spinup Function norm 2.228472721859e+01
      13.507s 0002 Spinup Function norm 1.286500993446e+01
      12.588s 0000 Spinup Function norm 4.328962677595e+01
      12.511s 0001 Spinup Function norm 2.228472721859e+01
      12.582s 0002 Spinup Function norm 1.286500993446e+01
      11.828s 0000 Spinup Function norm 4.328962677595e+01
      11.774s 0001 Spinup Function norm 2.228472721859e+01
      11.725s 0002 Spinup Function norm 1.286500993446e+01
      11.160s 0000 Spinup Function norm 4.328962677595e+01
      11.211s 0001 Spinup Function norm 2.228472721859e+01
      11.165s 0002 Spinup Function norm 1.286500993446e+01
      10.467s 0000 Spinup Function norm 4.328962677595e+01
      10.464s 0001 Spinup Function norm 2.228472721859e+01
      10.457s 0002 Spinup Function norm 1.286500993446e+01
       9.752s 0000 Spinup Function norm 4.328962677595e+01
       9.766s 0001 Spinup Function norm 2.228472721859e+01
       9.683s 0002 Spinup Function norm 1.286500993446e+01
       9.366s 0000 Spinup Function norm 4.328962677595e+01
       9.357s 0001 Spinup Function norm 2.228472721859e+01
       9.360s 0002 Spinup Function norm 1.286500993446e+01
       8.576s 0000 Spinup Function norm 4.328962677595e+01
       8.738s 0001 Spinup Function norm 2.228472721859e+01
       8.525s 0002 Spinup Function norm 1.286500993446e+01
       8.310s 0000 Spinup Function norm 4.328962677595e+01
       8.312s 0001 Spinup Function norm 2.228472721859e+01
       8.305s 0002 Spinup Function norm 1.286500993446e+01
       7.880s 0000 Spinup Function norm 4.328962677595e+01
       7.874s 0001 Spinup Function norm 2.228472721859e+01
       7.877s 0002 Spinup Function norm 1.286500993446e+01
       7.472s 0000 Spinup Function norm 4.328962677595e+01
       7.466s 0001 Spinup Function norm 2.228472721859e+01
       7.471s 0002 Spinup Function norm 1.286500993446e+01
       7.083s 0000 Spinup Function norm 4.328962677595e+01
       7.080s 0001 Spinup Function norm 2.228472721859e+01
       7.093s 0002 Spinup Function norm 1.286500993446e+01
       6.763s 0000 Spinup Function norm 4.328962677595e+01
       6.772s 0001 Spinup Function norm 2.228472721859e+01
       6.766s 0002 Spinup Function norm 1.286500993446e+01
       6.490s 0000 Spinup Function norm 4.328962677595e+01
       6.479s 0001 Spinup Function norm 2.228472721859e+01
       6.477s 0002 Spinup Function norm 1.286500993446e+01
       6.396s 0000 Spinup Function norm 4.328962677595e+01
       6.378s 0001 Spinup Function norm 2.228472721859e+01
       6.367s 0002 Spinup Function norm 1.286500993446e+01
       5.917s 0000 Spinup Function norm 4.328962677595e+01
       5.912s 0001 Spinup Function norm 2.228472721859e+01
       5.984s 0002 Spinup Function norm 1.286500993446e+01
       5.659s 0000 Spinup Function norm 4.328962677595e+01
       5.653s 0001 Spinup Function norm 2.228472721859e+01
       5.652s 0002 Spinup Function norm 1.286500993446e+01
       5.511s 0000 Spinup Function norm 4.328962677595e+01
       5.506s 0001 Spinup Function norm 2.228472721859e+01
       5.511s 0002 Spinup Function norm 1.286500993446e+01
